responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
BARTO;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;112666;RESOLUÇÃO SES;409;APROVADO;RIBEIRAO DAS NEVES;FUNDO MUNICIPAL DE SAÚDE DE RIBEIRÃO DAS NEVES;01.122.377/0001-86;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;CUSTEIO NA ATENÇÃO PRIMARIA ;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9386824,0;8685;10.301.159.4460.0001;3;4626
GUSTAVO MITRE;PSB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112667;TRANSFERÊNCIA ESPECIAL;316;APROVADO;SETUBINHA;MUNICIPIO DE SETUBINHA;01.613.375/0001-90;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9385463,0;0012/2023;04.122.024.2090.0001;4;876
GUSTAVO MITRE;PSB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112668;TRANSFERÊNCIA ESPECIAL;316;APROVADO;POTE;MUNICIPIO DE POTE;18.404.970/0001-18;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9385464,0;0012/2023;04.122.024.2090.0001;4;877
GUSTAVO MITRE;PSB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112669;TRANSFERÊNCIA ESPECIAL;316;APROVADO;VIRGEM DA LAPA;PREFEITURA MUNICIPAL DE VIRGEM DA LAPA;18.348.730/0001-43;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;;9385465,0;0012/2023;04.122.024.2090.0001;4;878
GUSTAVO MITRE;PSB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112670;TRANSFERÊNCIA ESPECIAL;316;APROVADO;CANTAGALO;PREFEITURA MUNICIPAL DE CANTAGALO;01.617.441/0001-08;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;120000,0;;120000,0;120000,0;120000,0;120000,0;0,0;0,0;0,0;0,0;;9385466,0;0012/2023;04.122.024.2090.0001;4;879
GUSTAVO MITRE;PSB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112671;TRANSFERÊNCIA ESPECIAL;316;APROVADO;SANTA RITA DE MINAS;PREFEITURA MUNICIPAL DE SANTA RITA DE MINAS;66.229.584/0001-80;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9385469,0;0012/2023;04.122.024.2090.0001;4;880
LEO PORTELA;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;112673;RESOLUÇÃO SES;404;APROVADO;MATHIAS LOBATO;FUNDO MUNICIPAL DE SAUDE DE MATHIAS LOBATO;14.731.032/0001-71;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Custeio;FES Custeio;866155,5;;866155,5;866155,5;866155,5;866155,5;0,0;0,0;0,0;0,0;;9386977,0;8685;10.301.159.4460.0001;3;4783
LEO PORTELA;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;112674;RESOLUÇÃO SES;404;APROVADO;VIRGOLANDIA;FUNDO MUNICIPAL DE SAÚDE DE VIRGOLÂNDIA;14.620.241/0001-48;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Custeio;FES Custeio;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;0,0;0,0;0,0;;9387590,0;8685;10.301.159.4460.0001;3;4837
LEO PORTELA;PL;PARTIDO LIBERAL;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112677;TRANSFERÊNCIA ESPECIAL;267;APROVADO;ENGENHEIRO CALDAS;MUNICIPIO DE ENGENHEIRO CALDAS;18.080.655/0001-82;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;5675431,0;;5675431,0;5675431,0;5675431,0;5675431,0;0,0;0,0;0,0;0,0;;9384875,0;0012/2023;04.122.024.2090.0001;4;1523
LEO PORTELA;PL;PARTIDO LIBERAL;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112678;TRANSFERÊNCIA ESPECIAL;693;APROVADO;ENGENHEIRO CALDAS;MUNICIPIO DE ENGENHEIRO CALDAS;18.080.655/0001-82;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;260022,0;;260022,0;260022,0;260022,0;260022,0;0,0;0,0;0,0;0,0;;9384763,0;0012/2023;04.122.024.2090.0001;4;1537
LEO PORTELA;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;112679;RESOLUÇÃO SES;694;APROVADO;MATHIAS LOBATO;FUNDO MUNICIPAL DE SAUDE DE MATHIAS LOBATO;14.731.032/0001-71;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Custeio;FES Custeio;260022,0;;260022,0;260022,0;260022,0;260022,0;0,0;0,0;0,0;0,0;;9386978,0;8685;10.301.159.4460.0001;3;4784
Partido Liberal;;PARTIDO LIBERAL;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112680;TRANSFERÊNCIA ESPECIAL;568;APROVADO;ENGENHEIRO CALDAS;MUNICIPIO DE ENGENHEIRO CALDAS;18.080.655/0001-82;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;1873822,5;;1873822,5;1873822,5;1873822,5;1873822,5;0,0;0,0;0,0;0,0;;9384096,0;0012/2023;04.122.024.2090.0001;4;1671
DELEGADA SHEILA;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;112682;RESOLUÇÃO SES;811;APROVADO;JUIZ DE FORA;HOSPITAL SAO VICENTE DE PAULO DE MINAS GERAIS;22.488.241/0002-45;;4453;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - HOSPITAIS PLATAFORMA;OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;3000000,0;;3000000,0;3000000,0;3000000,0;3000000,0;0,0;0,0;0,0;0,0;;9388977,0;8774;10.302.157.4453.0001;3;2926
GUILHERME DA CUNHA;NOVO;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;112683;EXECUÇÃO DIRETA - CAIXA ESCOLAR;57;ENVIADA PARA SEE;ALFREDO VASCONCELOS;EE NOSSA SENHORA DO ROSÁRIO;0;16012,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Obra;Obra;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;;693685,0;;12.368.110.4410.0001;4;884
GUILHERME DA CUNHA;NOVO;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;112684;EXECUÇÃO DIRETA - CAIXA ESCOLAR;57;REPROVADO PELO ÓRGÃO;JANAUBA;EE CECÍLIA MARIA DE JESUS;0;218251,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Obra;Obra;300000,0;Im?, vel pertence ao munic?, pio de Jana?, ba;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;12.368.110.4410.0001;4;
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112685;TRANSFERÊNCIA ESPECIAL;310;APROVADO;JUVENILIA;PREFEITURA MUNICIPAL DE JUVENÍLIA;01.612.485/0001-37;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;980000,0;;980000,0;980000,0;980000,0;980000,0;0,0;0,0;0,0;0,0;;9385391,0;0012/2023;04.122.024.2090.0001;4;1879
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112686;TRANSFERÊNCIA ESPECIAL;310;APROVADO;JUVENILIA;PREFEITURA MUNICIPAL DE JUVENÍLIA;01.612.485/0001-37;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;350000,0;;350000,0;350000,0;350000,0;350000,0;0,0;0,0;0,0;0,0;;9385390,0;0012/2023;04.122.024.2090.0001;4;1882
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112688;TRANSFERÊNCIA ESPECIAL;310;APROVADO;JUVENILIA;PREFEITURA MUNICIPAL DE JUVENÍLIA;01.612.485/0001-37;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;175000,0;;175000,0;175000,0;175000,0;175000,0;0,0;0,0;0,0;0,0;;9385392,0;0012/2023;04.122.024.2090.0001;4;1884
Partido Liberal;;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;112689;RESOLUÇÃO SES;709;APROVADO;MATHIAS LOBATO;FUNDO MUNICIPAL DE SAUDE DE MATHIAS LOBATO;14.731.032/0001-71;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Estruturação da Atenção Primária;FES Custeio;820890,0;;820890,0;820890,0;820890,0;820890,0;0,0;0,0;0,0;0,0;;9386980,0;8685;10.301.159.4460.0001;3;4786
Partido Liberal;;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;112693;RESOLUÇÃO SES;575;APROVADO;MATHIAS LOBATO;FUNDO MUNICIPAL DE SAUDE DE MATHIAS LOBATO;14.731.032/0001-71;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Estruturação da Atenção Primária;FES Custeio;1052932,5;;1052932,5;1052932,5;1052932,5;1052932,5;0,0;0,0;0,0;0,0;;9386979,0;8685;10.301.159.4460.0001;3;4785
RAUL BELÉM;CIDADANIA;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;112696;RESOLUÇÃO SES;815;APROVADO;PIRAJUBA;FUNDO MUNICIPAL DE SAÚDE DE PIRAJUBA;11.294.369/0001-70;;4452;REGULAÇÃO DO ACESSO;INVESTIMENTOS;;4;;ambulância tipo A;Furgão;323812,0;;323812,0;323812,0;323812,0;323812,0;0,0;0,0;0,0;0,0;;9387971,0;8719;10.302.158.4452.0001;4;2454
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112697;TRANSFERÊNCIA ESPECIAL;614;APROVADO;NOVA MODICA;PREFEITURA MUNICIPAL DE NOVA MÓDICA;18.404.939/0001-87;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;82089,0;;82089,0;82089,0;82089,0;82089,0;0,0;0,0;0,0;0,0;;9384679,0;0012/2023;04.122.024.2090.0001;4;1035
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112698;TRANSFERÊNCIA ESPECIAL;569;APROVADO;NOVA MODICA;PREFEITURA MUNICIPAL DE NOVA MÓDICA;18.404.939/0001-87;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;1591733,0;;1591733,0;1591733,0;1591733,0;1591733,0;0,0;0,0;0,0;0,0;;9384193,0;0012/2023;04.122.024.2090.0001;4;120
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;112699;RESOLUÇÃO SES;813;APROVADO;SANTA BARBARA DO LESTE;FUNDO MUNICIPAL DE SAÚDE DE SANTA BÁRBARA DO LESTE;15.249.387/0001-91;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;0,0;0,0;0,0;;9386849,0;8685;10.301.159.4460.0001;3;4748
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;112700;RESOLUÇÃO SES;813;APROVADO;BONFIM;FUNDO MUNICIPAL DE SAUDE DE BONFIM;12.021.377/0001-06;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;180000,0;;180000,0;180000,0;180000,0;180000,0;0,0;0,0;0,0;0,0;;9387382,0;8685;10.301.159.4460.0001;3;4877
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;112701;RESOLUÇÃO SES;813;APROVADO;SANTA RITA DE MINAS;FUNDO MUNICIPAL DE SAÚDE DE SANTA RITA DE MINAS;13.803.092/0001-90;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;400000,0;;400000,0;400000,0;400000,0;400000,0;0,0;0,0;0,0;0,0;;9386863,0;8685;10.301.159.4460.0001;3;4890
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;112702;RESOLUÇÃO SES;813;APROVADO;CRISTAIS;FUNDO MUNICIPAL DE SAUDE DE CRISTAIS;11.898.637/0001-63;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;400000,0;;400000,0;400000,0;400000,0;400000,0;0,0;0,0;0,0;0,0;;9387239,0;8685;10.301.159.4460.0001;3;4702
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;112703;RESOLUÇÃO SES;813;APROVADO;CLAUDIO;FUNDO MUNICIPAL DE SAUDE DE CLAUDIO;11.802.697/0001-30;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Indicação será complementada. ;FES Custeio;311734,0;;311734,0;311734,0;311734,0;311734,0;0,0;0,0;0,0;0,0;;9387207,0;8685;10.301.159.4460.0001;3;4440
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;112704;RESOLUÇÃO SES;814;APROVADO;CLAUDIO;FUNDO MUNICIPAL DE SAUDE DE CLAUDIO;11.802.697/0001-30;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Indicação complementar a indicação 112703.;FES Custeio;82089,0;;82089,0;82089,0;82089,0;82089,0;0,0;0,0;0,0;0,0;;9387206,0;8685;10.301.159.4460.0001;3;4438
CORONEL SANDRO;PL;PARTIDO LIBERAL;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112705;TRANSFERÊNCIA ESPECIAL;285;APROVADO;SAO TIAGO;PREFEITURA MUNICIPAL DE SÃO TIAGO;17.749.904/0001-17;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;0,0;0,0;0,0;;9385102,0;0012/2023;04.122.024.2090.0001;4;1031
BARTO;PL;PARTIDO LIBERAL;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;112706;EXECUÇÃO DIRETA - CAIXA ESCOLAR;60;ENVIADA PARA SEE;MURIAE;EE ENGENHEIRO ORLANDO FLORES;0;98647,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Obra;Obra;609936,0;;609936,0;609936,0;0,0;0,0;609936,0;0,0;609936,0;0,0;;693710,0;;12.368.110.4410.0001;4;660
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;112707;RESOLUÇÃO SES;554;APROVADO;ARINOS;FUNDO MUNICIPAL DE SAÚDE DE ARINOS;12.111.691/0001-80;;4463; APOIO E FORTALECIMENTO À ATENÇÃO ESPECIALIZADA;OUTRAS DESPESAS CORRENTES;;3;;Recurso destinado para o custeio e fortalecimento em ações de saúde no município;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9388555,0;8776;10.302.158.4463.0001;3;2628
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;112708;RESOLUÇÃO SES;554;APROVADO;CORACAO DE JESUS;FUNDO MUNICIPAL DE SAUDE;11.268.861/0001-71;;4463; APOIO E FORTALECIMENTO À ATENÇÃO ESPECIALIZADA;OUTRAS DESPESAS CORRENTES;;3;;Recurso destinado para o custeio e fortalecimento em ações de saúde no município;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9388613,0;8776;10.302.158.4463.0001;3;2658
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;112709;RESOLUÇÃO SES;554;APROVADO;MONTALVANIA;FUNDO MUNICIPAL DE SAÚDE DE MONTALVÂNIA;14.008.187/0001-84;;4463; APOIO E FORTALECIMENTO À ATENÇÃO ESPECIALIZADA;OUTRAS DESPESAS CORRENTES;;3;;Recurso destinado para o custeio e fortalecimento em ações de saúde no município;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9388591,0;8776;10.302.158.4463.0001;3;2701
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;112710;RESOLUÇÃO SES;554;APROVADO;GRAO MOGOL;FUNDO MUNICIPAL DE SAÚDE DE GRÃO MOGOL;11.376.492/0001-30;;4463; APOIO E FORTALECIMENTO À ATENÇÃO ESPECIALIZADA;OUTRAS DESPESAS CORRENTES;;3;;Recurso destinado para o custeio e fortalecimento em ações de saúde no município;FES Custeio;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;;9388608,0;8776;10.302.158.4463.0001;3;2662
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112711;TRANSFERÊNCIA ESPECIAL;263;APROVADO;JUVENILIA;PREFEITURA MUNICIPAL DE JUVENÍLIA;01.612.485/0001-37;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;3;;;;420000,0;;420000,0;420000,0;420000,0;420000,0;0,0;0,0;0,0;0,0;;9383571,0;0012/2023;04.122.024.2090.0001;3;1872
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112712;TRANSFERÊNCIA ESPECIAL;263;APROVADO;JUVENILIA;PREFEITURA MUNICIPAL DE JUVENÍLIA;01.612.485/0001-37;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;3;;;;75000,0;;75000,0;75000,0;75000,0;75000,0;0,0;0,0;0,0;0,0;;9383606,0;0012/2023;04.122.024.2090.0001;3;2046
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112713;TRANSFERÊNCIA ESPECIAL;263;APROVADO;JUVENILIA;PREFEITURA MUNICIPAL DE JUVENÍLIA;01.612.485/0001-37;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;3;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;;9383607,0;0012/2023;04.122.024.2090.0001;3;2047
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112714;TRANSFERÊNCIA ESPECIAL;310;APROVADO;GRAO MOGOL;MUNICIPIO DE GRAO MOGOL;20.716.627/0001-50;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;350000,0;;350000,0;350000,0;350000,0;350000,0;0,0;0,0;0,0;0,0;;9385389,0;0012/2023;04.122.024.2090.0001;4;1887
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112715;TRANSFERÊNCIA ESPECIAL;263;APROVADO;GRAO MOGOL;MUNICIPIO DE GRAO MOGOL;20.716.627/0001-50;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;3;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;;9383572,0;0012/2023;04.122.024.2090.0001;3;1874
BARTO;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;112718;RESOLUÇÃO SES;597;APROVADO;JORDANIA;FUNDO MUNICIPAL DE SAUDE - JORDANIA;11.917.297/0001-70;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;custeio materiais e equipamentos atenção primária;FES Custeio;260022,0;;260022,0;260022,0;260022,0;260022,0;0,0;0,0;0,0;0,0;;9387616,0;8685;10.301.159.4460.0001;3;5045
BARTO;PL;PARTIDO LIBERAL;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;CBMMG;112719;EXECUÇÃO DIRETA;120;APROVADO;BELO HORIZONTE;BOA - Batalhão de Operações Aéreas;03.389.126/0001-98;;4472;GESTÃO DA RESPOSTA A DESASTRES;OUTRAS DESPESAS CORRENTES;;3;;META II - KIT EPI DE VOO: PROTEÇÃO ANTI CHAMAS;Material de Consumo;63760,0;;62370,0;62370,0;0,0;0,0;62370,0;0,0;62370,0;0,0;;;;06.182.155.4472.0001;3;566
BARTO;PL;PARTIDO LIBERAL;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;CBMMG;112720;EXECUÇÃO DIRETA;121;APROVADO;BELO HORIZONTE;BOA - Batalhão de Operações Aéreas;03.389.126/0001-98;;4472;GESTÃO DA RESPOSTA A DESASTRES;INVESTIMENTOS;;4;;Meta IV ¿ Helibalde de combate a incêndio (Bambi bucket);Bem Permanente;230000,0;;205000,0;205000,0;205000,0;0,0;205000,0;205000,0;0,0;0,0;;;;06.182.155.4472.0001;4;566
BARTO;PL;PARTIDO LIBERAL;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;327;APROVADO;SAO FRANCISCO;Delegacia de Polícia Civil - São Francisco;18.715.532/0001-70;;1039;ENFRENTAMENTO À VIOLÊNCIA CONTRA A MULHER.;INVESTIMENTOS;;4;;atuação no combate da violência contra mulher;Bem Permanente;262200,0;;260729,87;260729,87;30454,78;30454,78;230275,09;0,0;230275,09;0,0;;;;06.181.005.1039.0001;4;Consultar Controle de Execução
BARTO;PL;PARTIDO LIBERAL;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112722;EXECUÇÃO DIRETA;331;APROVADO;SAO FRANCISCO;Delegacia de Polícia Civil - São Francisco;18.715.532/0001-70;;4025;GESTÃO DAS UNIDADES POLICIAIS;OUTRAS DESPESAS CORRENTES;;3;;aquisição de software de extração de dados e treinamento;Serviço de tecnologia da informação e comunicação;350000,0;;258994,67;258994,67;258994,67;258994,67;0,0;0,0;0,0;0,0;;;;06.181.005.4025.0001;3;6
CORONEL SANDRO;PL;PARTIDO LIBERAL;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;112728;EXECUÇÃO DIRETA - CAIXA ESCOLAR;67;ENVIADA PARA SEE;GOVERNADOR VALADARES;EE DONA ADELAIDE MALZONE HUGO;0;43117,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Mobiliário e Equipamento;Mobiliário e Equipamento;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;694610,0;;12.368.110.4410.0001;4;2385
CORONEL SANDRO;PL;PARTIDO LIBERAL;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112729;TRANSFERÊNCIA ESPECIAL;285;APROVADO;SARDOA;PREFEITURA MUNICIPAL DE SARDOA;18.307.496/0001-06;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;270000,0;;270000,0;270000,0;270000,0;270000,0;0,0;0,0;0,0;0,0;;9385119,0;0012/2023;04.122.024.2090.0001;4;1036
